response_id,company,employee_id,title,role_level,team_segment,location,tenure_band,tenure_months,response_date,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,H1,H2,H3,H4,I1,I2,I3,I4,J1,J2,J3,J4,K1,K2,K3,K4,K5,L1,L2,L3
DT-2026Q2-0116,DemoTech,DT-10116,Regional Sales Director,Director+,Strategic,"San Francisco, CA (HQ)",5+ years,85,2025-05-05,3,5,4,2,3,4,4,4,3,4,2,3,3,4,4,1,4,3,2,4,3,4,4,5,4,2,4,4,3,4,3,3,3,4,3,3,3,4,4,4,3,4,3,3,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0117,DemoTech,DT-10117,Regional Sales Director,Director+,Strategic,Remote — Canada,0–6 months,6,2025-05-13,4,3,3,4,3,3,3,2,4,3,3,4,4,3,1,3,1,2,3,4,1,2,2,4,2,2,4,3,2,3,3,2,2,2,2,3,4,2,4,2,3,4,4,3,Product roadmap slides don't match what I hear in discovery calls.,Build demo environment stability into our own dogfooding SLA.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0118,DemoTech,DT-10118,Commercial AE,Individual Contributor,Commercial,Remote — Canada,5+ years,91,2025-05-07,3,4,4,3,3,5,4,5,4,5,3,2,4,3,3,3,2,3,4,1,3,4,4,2,5,2,4,3,3,4,3,5,4,2,2,4,4,3,4,3,3,5,3,3,Competitive battlecards are three months stale the moment a competitor ships something.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0119,DemoTech,DT-10119,Mid-Market AE,Individual Contributor,Mid-Market,Remote — EMEA,5+ years,88,2025-04-07,4,4,3,5,3,3,5,2,4,4,4,3,2,2,4,3,2,4,5,4,3,3,4,4,4,3,5,1,4,3,3,3,4,4,3,4,2,4,4,4,4,4,4,3,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0120,DemoTech,DT-10120,Commercial AE,Individual Contributor,Commercial,Remote — US West,1–2 years,16,2025-05-26,4,3,3,2,5,4,3,3,3,2,3,2,3,4,3,5,2,4,4,4,4,3,4,3,4,3,5,4,3,3,4,2,2,2,3,3,5,4,4,2,3,4,4,2,Product roadmap slides don't match what I hear in discovery calls.,Publish a single source of truth for stage definitions and enforce it in Gong.,
DT-2026Q2-0121,DemoTech,DT-10121,Mid-Market AE,Individual Contributor,Mid-Market,"Toronto, Canada",1–2 years,24,2025-05-15,3,2,3,3,3,4,5,4,4,5,4,4,3,2,3,3,3,3,4,3,4,3,4,5,3,4,4,4,3,4,4,3,4,4,2,3,4,4,3,4,4,4,3,3,The Commercial team culture is strong — people share what works on Slack.,Publish a single source of truth for stage definitions and enforce it in Gong.,
DT-2026Q2-0122,DemoTech,DT-10122,SDR,Individual Contributor,Commercial,Remote — EMEA,1–2 years,20,2025-05-04,3,4,5,3,3,5,3,4,4,4,4,2,3,4,3,3,4,3,2,3,2,2,4,4,5,2,3,3,2,3,3,3,3,3,4,3,3,4,3,2,3,3,5,4,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Run monthly live objection labs instead of async enablement modules.,Legal review on enterprise deals takes 2–3 weeks and champions go dark.
DT-2026Q2-0123,DemoTech,DT-10123,Enterprise AE,Individual Contributor,Enterprise,"London, UK",6–12 months,10,2025-05-15,4,4,3,3,4,4,5,5,5,3,4,3,4,3,3,2,2,5,2,5,3,3,4,3,4,3,4,3,3,3,2,3,5,3,4,4,3,3,2,4,4,4,5,5,"MQLs from the last campaign were mostly students and consultants, not buyers.",Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0124,DemoTech,DT-10124,Enterprise AE,Individual Contributor,Enterprise,Remote — Canada,6–12 months,7,2025-04-14,4,3,3,3,3,4,4,3,2,5,4,4,4,3,3,2,2,2,2,2,4,3,1,4,5,3,3,2,3,1,2,5,3,2,3,3,3,4,3,2,4,4,2,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Staff one more SE per Enterprise pod for competitive bake-offs.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0125,DemoTech,DT-10125,Sales Manager,Front-line Manager,Mid-Market,Remote — Canada,0–6 months,6,2025-04-27,3,3,2,3,3,4,4,4,3,4,3,3,1,3,2,2,2,1,1,3,4,3,4,4,2,5,3,2,3,3,2,3,4,2,2,3,2,3,3,2,2,3,5,3,"MQLs from the last campaign were mostly students and consultants, not buyers.","Tighten MQL criteria — fewer leads, higher quality.",Enablement content is built for Commercial but I'm Enterprise — I adapt everything.
DT-2026Q2-0126,DemoTech,DT-10126,Sales Engineer,Individual Contributor,Enterprise,"London, UK",1–2 years,24,2025-05-25,3,3,3,5,4,4,5,5,3,3,4,4,4,4,4,4,3,2,4,3,2,4,4,4,3,3,3,3,3,3,3,4,5,3,4,5,3,3,3,3,4,5,3,4,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Publish a single source of truth for stage definitions and enforce it in Gong.,
DT-2026Q2-0127,DemoTech,DT-10127,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US East,1–2 years,20,2025-04-07,3,5,3,4,5,5,3,4,3,4,3,1,4,3,2,3,5,2,3,3,3,3,2,3,3,5,4,3,2,2,2,4,4,4,2,4,2,3,3,2,4,3,2,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,"Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0128,DemoTech,DT-10128,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",2–5 years,35,2025-04-10,4,3,3,4,4,5,5,2,3,4,1,3,3,4,3,3,4,3,4,3,4,4,3,3,5,4,4,1,1,2,4,2,3,3,5,4,4,2,4,2,4,3,4,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Publish a single source of truth for stage definitions and enforce it in Gong.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0129,DemoTech,DT-10129,Sales Engineer,Individual Contributor,Enterprise,"Austin, TX",2–5 years,53,2025-05-24,4,3,3,5,4,4,5,4,5,4,3,4,4,4,3,2,3,3,3,3,4,3,2,5,5,3,3,3,4,2,3,2,3,4,3,4,4,3,4,4,4,4,2,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,"Tighten MQL criteria — fewer leads, higher quality.",Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0130,DemoTech,DT-10130,Strategic AE,Individual Contributor,Strategic,"Toronto, Canada",5+ years,61,2025-05-17,3,3,3,4,5,3,4,3,3,5,3,2,4,3,3,3,3,2,2,3,4,4,3,5,4,4,5,3,3,5,3,4,2,4,4,3,3,4,4,2,3,5,5,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Run monthly live objection labs instead of async enablement modules.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0131,DemoTech,DT-10131,Strategic AE,Individual Contributor,Strategic,Remote — EMEA,2–5 years,31,2025-05-17,2,3,3,4,3,2,4,4,5,3,3,4,2,3,3,3,3,4,2,4,4,3,5,3,4,4,3,3,3,1,3,4,2,4,4,3,5,3,3,4,3,4,4,4,Deal desk gives different pricing guidance depending on who is on shift.,Cap legal review SLA at 5 business days for deals under $150K ARR.,SDR-to-AE handoffs lose context — I re-discover pain points on the first call every time.
DT-2026Q2-0132,DemoTech,DT-10132,BDR,Individual Contributor,Mid-Market,Remote — Canada,1–2 years,17,2025-05-07,4,5,4,3,4,4,3,4,3,4,2,4,4,3,4,4,3,2,4,4,4,4,2,3,4,3,5,3,2,3,3,4,4,3,3,3,3,2,5,5,2,4,4,3,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0133,DemoTech,DT-10133,Mid-Market AE,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",6–12 months,8,2025-04-27,3,2,2,4,3,3,5,4,5,4,2,4,3,4,4,3,3,4,3,4,3,4,4,5,4,4,4,3,3,4,3,4,4,3,4,5,3,3,4,3,4,4,3,4,We have six different definitions of 'qualified' depending on who you ask.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0134,DemoTech,DT-10134,SDR,Individual Contributor,Commercial,Remote — EMEA,5+ years,104,2025-04-08,4,2,4,4,2,4,3,4,4,5,4,4,5,3,3,3,4,1,2,2,3,3,4,3,4,5,5,3,3,5,3,4,3,3,4,4,4,2,5,4,4,5,4,2,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0135,DemoTech,DT-10135,Commercial AE,Individual Contributor,Commercial,Remote — US East,5+ years,82,2025-04-23,5,5,3,3,4,4,3,3,3,4,5,4,3,2,5,2,3,3,4,3,3,3,4,2,4,4,3,3,4,3,3,2,3,3,4,2,4,3,5,3,5,4,3,2,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0136,DemoTech,DT-10136,Enterprise AE,Individual Contributor,Enterprise,Remote — US East,6–12 months,8,2025-04-03,2,3,5,5,4,2,4,3,4,3,4,3,2,2,3,3,2,3,2,2,2,5,3,4,2,3,3,2,2,2,3,3,3,4,2,5,4,1,3,5,5,3,3,4,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Our demo platform is genuinely best-in-class — buyers feel it on the first call.
DT-2026Q2-0137,DemoTech,DT-10137,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",5+ years,76,2025-04-16,4,4,4,4,4,2,5,3,4,3,3,3,4,4,3,5,4,3,4,3,3,5,5,4,3,4,4,3,3,2,2,3,4,4,4,2,3,3,5,3,3,5,4,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Build demo environment stability into our own dogfooding SLA.,
DT-2026Q2-0138,DemoTech,DT-10138,BDR,Individual Contributor,Mid-Market,Remote — Canada,0–6 months,5,2025-05-12,2,4,2,3,3,3,3,4,5,3,2,5,3,2,3,3,3,3,2,2,3,3,3,2,3,3,4,4,3,2,2,2,4,3,2,4,4,3,3,3,2,4,4,3,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,"My manager runs tight pipeline reviews with real coaching, not just inspection."
DT-2026Q2-0139,DemoTech,DT-10139,Commercial AE,Individual Contributor,Commercial,"Toronto, Canada",5+ years,85,2025-04-13,5,5,3,4,4,4,4,5,3,3,4,4,4,4,5,2,3,4,3,4,5,2,5,4,3,5,5,4,3,4,4,2,5,3,5,4,4,3,5,5,4,4,3,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0140,DemoTech,DT-10140,Enterprise AE,Individual Contributor,Enterprise,Remote — EMEA,6–12 months,8,2025-05-08,5,4,4,2,5,3,4,4,2,4,4,4,3,2,2,3,2,3,2,4,3,2,3,4,4,3,4,2,3,4,2,4,4,2,4,3,3,3,4,4,3,5,2,4,Product marketing launches features before sales knows how to position them.,"Tighten MQL criteria — fewer leads, higher quality.",Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0141,DemoTech,DT-10141,Commercial AE,Individual Contributor,Commercial,Remote — US West,0–6 months,4,2025-04-09,3,2,4,4,2,3,4,1,4,4,4,3,3,4,2,4,2,2,2,1,4,3,3,1,4,3,4,1,2,3,1,2,2,3,3,3,3,3,3,2,2,4,3,2,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Run monthly live objection labs instead of async enablement modules.,
DT-2026Q2-0142,DemoTech,DT-10142,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US West,6–12 months,10,2025-04-12,4,5,3,5,2,4,4,4,2,4,3,2,3,4,3,3,4,5,4,3,4,1,2,3,2,5,4,3,2,3,4,3,3,4,3,3,4,2,4,3,4,3,4,4,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0143,DemoTech,DT-10143,BDR,Individual Contributor,Mid-Market,Remote — US West,1–2 years,14,2025-04-18,2,4,2,5,4,5,3,5,3,3,3,3,4,5,3,3,4,3,4,2,3,4,2,3,3,4,5,4,4,3,4,2,2,4,4,3,4,4,3,4,3,3,5,4,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0144,DemoTech,DT-10144,Mid-Market AE,Individual Contributor,Mid-Market,"New York, NY",2–5 years,38,2025-05-14,5,4,4,4,5,5,4,5,4,5,3,4,3,2,3,4,4,3,4,4,4,3,4,3,5,4,4,5,4,4,4,3,4,4,3,5,3,4,4,3,4,5,4,4,Competitive battlecards are three months stale the moment a competitor ships something.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,
DT-2026Q2-0145,DemoTech,DT-10145,Regional Sales Director,Director+,Mid-Market,"New York, NY",1–2 years,17,2025-05-02,3,3,3,4,4,5,4,4,4,4,4,2,5,4,5,4,3,2,4,4,4,3,3,3,5,3,3,3,4,4,4,4,4,4,4,5,3,5,5,4,3,5,1,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0146,DemoTech,DT-10146,Enterprise AE,Individual Contributor,Enterprise,Remote — US West,2–5 years,33,2025-05-06,2,2,3,5,3,4,3,3,3,5,4,5,4,3,2,2,3,4,3,2,4,4,3,4,4,4,5,2,4,2,2,4,3,2,1,3,3,3,5,4,3,5,2,3,SE coverage is thin — I wait three days for a technical win on competitive deals.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,"Remote reps feel last to know when GTM strategy shifts — HQ decides, field executes."
DT-2026Q2-0147,DemoTech,DT-10147,Mid-Market AE,Individual Contributor,Mid-Market,"Austin, TX",1–2 years,13,2025-04-28,2,4,5,4,4,4,5,5,4,3,3,4,3,4,4,4,3,3,1,2,4,5,1,4,3,4,3,3,2,3,4,5,2,4,3,4,4,3,3,4,4,5,4,4,Product marketing launches features before sales knows how to position them.,Staff one more SE per Enterprise pod for competitive bake-offs.,My patch is geographically huge for an Enterprise rep — travel eats selling time.
DT-2026Q2-0148,DemoTech,DT-10148,BDR,Individual Contributor,Mid-Market,"Denver, CO",0–6 months,5,2025-05-16,3,4,2,4,3,4,4,4,5,2,5,5,4,4,5,3,3,2,3,2,3,3,2,4,3,4,4,2,3,3,3,3,2,2,4,4,2,3,4,4,5,5,2,4,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0149,DemoTech,DT-10149,Sales Engineer,Individual Contributor,Enterprise,"Austin, TX",5+ years,77,2025-05-17,5,3,3,4,2,5,4,4,3,3,3,4,4,2,3,4,5,3,4,4,3,3,3,3,4,5,4,2,4,5,1,4,4,4,4,5,4,5,3,4,3,3,4,4,Deal desk gives different pricing guidance depending on who is on shift.,Staff one more SE per Enterprise pod for competitive bake-offs.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0150,DemoTech,DT-10150,Mid-Market AE,Individual Contributor,Mid-Market,"New York, NY",0–6 months,3,2025-04-22,1,2,4,4,4,4,5,3,4,3,3,4,2,4,5,3,4,2,3,3,3,4,4,4,3,2,4,2,1,2,3,4,4,2,2,2,2,3,4,5,5,3,4,3,The Commercial team culture is strong — people share what works on Slack.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0151,DemoTech,DT-10151,Mid-Market AE,Individual Contributor,Mid-Market,Remote — Canada,2–5 years,47,2025-05-16,5,3,5,3,3,4,5,5,2,3,3,3,4,3,3,2,3,3,3,3,3,3,4,5,3,3,2,4,4,5,4,3,4,4,2,4,4,4,2,3,5,5,5,2,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,Run monthly live objection labs instead of async enablement modules.,Enablement content is built for Commercial but I'm Enterprise — I adapt everything.
DT-2026Q2-0152,DemoTech,DT-10152,Enterprise AE,Individual Contributor,Enterprise,Remote — EMEA,5+ years,88,2025-04-08,3,4,4,4,3,3,5,3,4,4,2,4,3,4,4,4,2,4,4,1,4,4,3,3,5,4,3,4,2,3,2,3,3,5,4,2,4,4,2,4,3,5,2,3,Deal desk gives different pricing guidance depending on who is on shift.,"Tighten MQL criteria — fewer leads, higher quality.",Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0153,DemoTech,DT-10153,BDR,Individual Contributor,Mid-Market,"Denver, CO",5+ years,120,2025-04-23,4,2,4,2,4,3,5,2,4,4,3,4,3,4,3,4,3,3,4,3,3,3,3,5,4,4,4,3,3,2,2,4,4,3,4,3,3,3,4,3,4,3,2,5,SE coverage is thin — I wait three days for a technical win on competitive deals.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,My patch is geographically huge for an Enterprise rep — travel eats selling time.
DT-2026Q2-0154,DemoTech,DT-10154,BDR,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",0–6 months,5,2025-05-19,3,3,3,3,4,4,4,5,4,5,4,1,3,3,2,3,2,4,3,3,3,3,2,2,4,5,4,3,3,2,2,3,5,3,3,4,3,4,4,3,2,5,2,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Staff one more SE per Enterprise pod for competitive bake-offs.,Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0155,DemoTech,DT-10155,Sales Manager,Front-line Manager,Commercial,"New York, NY",6–12 months,11,2025-04-01,2,3,4,4,4,4,3,3,5,4,3,3,3,3,3,3,2,5,2,3,3,3,2,3,1,3,3,4,3,3,3,3,4,4,4,2,3,3,3,4,3,4,4,4,Comp plan deck was 40 slides; I still don't know how renewals affect my number.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0156,DemoTech,DT-10156,Enterprise AE,Individual Contributor,Enterprise,"Austin, TX",2–5 years,29,2025-05-21,4,3,3,5,4,3,4,4,5,4,5,4,4,4,4,4,4,4,3,4,3,5,4,4,2,5,4,3,3,3,3,3,4,3,2,4,4,3,2,3,5,5,3,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,All-hands celebrates product velocity; sellers are drowning in half-baked releases.
DT-2026Q2-0157,DemoTech,DT-10157,SDR,Individual Contributor,Commercial,Remote — EMEA,2–5 years,33,2025-04-13,3,3,5,3,2,5,4,3,3,4,3,4,3,5,2,3,4,3,3,3,3,4,4,3,4,4,5,4,4,3,4,3,5,4,3,2,4,4,3,2,3,4,4,4,Stage definitions change every quarter and my manager interprets them differently than RevOps.,"Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0158,DemoTech,DT-10158,Sales Manager,Front-line Manager,Commercial,Remote — EMEA,2–5 years,27,2025-05-06,3,2,3,3,5,5,2,4,3,4,3,4,4,3,2,3,4,4,3,4,3,2,3,4,5,3,4,3,2,3,2,3,3,3,3,4,4,3,3,4,3,4,3,4,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0159,DemoTech,DT-10159,Commercial AE,Individual Contributor,Commercial,Remote — US West,1–2 years,18,2025-05-06,3,3,5,3,3,4,4,4,5,3,4,4,4,4,3,3,2,1,5,3,4,4,2,4,4,5,4,2,3,2,3,3,5,3,4,4,5,4,5,4,2,4,4,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,"Tighten MQL criteria — fewer leads, higher quality.","MQLs from the last campaign were mostly students and consultants, not buyers."
DT-2026Q2-0160,DemoTech,DT-10160,Sales Manager,Front-line Manager,Commercial,"Denver, CO",6–12 months,7,2025-05-23,4,5,4,5,4,3,4,4,5,4,3,3,4,4,5,3,2,4,3,3,3,4,3,3,3,4,2,3,3,4,3,4,3,4,4,4,5,4,4,5,4,4,4,5,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Staff one more SE per Enterprise pod for competitive bake-offs.,SPIFF rules changed mid-quarter and nobody could explain the clawback logic.
DT-2026Q2-0161,DemoTech,DT-10161,Enterprise AE,Individual Contributor,Enterprise,"Austin, TX",1–2 years,24,2025-05-24,4,3,3,5,4,5,5,4,4,4,2,3,3,3,3,1,4,4,2,5,4,3,3,3,4,5,4,4,4,1,4,3,2,4,4,3,2,5,3,4,3,3,4,4,"MQLs from the last campaign were mostly students and consultants, not buyers.","Tighten MQL criteria — fewer leads, higher quality.",Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0162,DemoTech,DT-10162,BDR,Individual Contributor,Mid-Market,Remote — EMEA,1–2 years,19,2025-05-20,3,4,4,4,3,2,4,3,3,3,3,4,3,2,3,3,3,3,4,4,4,3,3,2,4,5,3,3,2,4,3,4,3,2,3,3,3,3,5,4,4,3,4,3,CRM fields are a graveyard — half the required data doesn't help me sell.,"Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0163,DemoTech,DT-10163,Commercial AE,Individual Contributor,Commercial,Remote — Canada,2–5 years,53,2025-04-11,3,5,4,2,4,4,4,3,4,4,4,4,4,3,2,3,3,3,3,4,2,4,4,4,4,5,4,3,2,3,3,2,3,4,4,2,3,3,4,4,4,5,5,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0164,DemoTech,DT-10164,Commercial AE,Individual Contributor,Commercial,"New York, NY",6–12 months,10,2025-05-27,4,4,4,4,3,3,5,5,4,4,2,3,5,5,4,3,4,4,3,5,2,4,3,3,4,4,5,4,2,4,4,5,5,3,3,3,2,3,3,3,3,3,4,3,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Run monthly live objection labs instead of async enablement modules.,
DT-2026Q2-0165,DemoTech,DT-10165,Sales Manager,Front-line Manager,Enterprise,"New York, NY",2–5 years,34,2025-04-11,4,4,4,2,4,4,3,5,5,5,5,5,3,4,1,4,2,3,5,5,4,3,3,4,3,4,4,3,3,2,3,2,4,4,3,4,4,3,3,4,5,5,3,5,SE coverage is thin — I wait three days for a technical win on competitive deals.,Cap legal review SLA at 5 business days for deals under $150K ARR.,"Remote reps feel last to know when GTM strategy shifts — HQ decides, field executes."
DT-2026Q2-0166,DemoTech,DT-10166,Commercial AE,Individual Contributor,Commercial,"Denver, CO",0–6 months,2,2025-04-23,3,3,5,4,2,5,4,3,4,2,4,3,3,3,2,2,3,3,3,2,3,2,2,4,4,2,3,3,3,3,3,2,5,3,2,2,2,3,4,3,3,3,5,5,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0167,DemoTech,DT-10167,Commercial AE,Individual Contributor,Commercial,"Austin, TX",5+ years,96,2025-04-27,3,3,3,3,3,4,4,5,4,4,3,5,3,4,4,4,3,3,4,3,4,5,4,4,4,4,5,3,4,3,2,5,4,1,3,4,3,4,5,5,3,5,3,4,Stage definitions change every quarter and my manager interprets them differently than RevOps.,Build demo environment stability into our own dogfooding SLA.,
DT-2026Q2-0168,DemoTech,DT-10168,Mid-Market AE,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",6–12 months,8,2025-05-03,4,3,3,2,4,3,4,3,5,4,3,2,4,3,4,2,2,4,1,4,3,2,4,5,4,4,3,2,3,3,4,3,5,3,4,4,3,5,4,4,3,4,4,5,Product marketing launches features before sales knows how to position them.,Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0169,DemoTech,DT-10169,Mid-Market AE,Individual Contributor,Mid-Market,"Austin, TX",5+ years,97,2025-05-02,3,4,3,4,3,3,3,4,4,4,3,4,5,2,5,4,5,4,3,2,4,4,3,5,4,3,5,2,3,4,2,3,4,4,5,5,3,4,3,4,3,5,4,5,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0170,DemoTech,DT-10170,BDR,Individual Contributor,Mid-Market,"Denver, CO",1–2 years,13,2025-05-02,4,3,3,4,5,5,5,4,4,5,4,4,3,4,3,2,2,3,3,5,5,4,2,5,4,4,3,4,3,3,3,3,3,3,5,4,3,3,3,3,3,5,5,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0171,DemoTech,DT-10171,Solutions Consultant,Individual Contributor,Mid-Market,Remote — US East,5+ years,68,2025-05-09,3,3,2,4,4,4,4,4,4,5,2,4,4,4,2,5,4,3,5,3,5,3,2,4,3,2,3,3,2,4,2,3,4,4,3,4,3,3,2,5,3,3,3,5,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0172,DemoTech,DT-10172,SDR,Individual Contributor,Commercial,"San Francisco, CA (HQ)",2–5 years,51,2025-04-16,4,3,3,3,2,4,4,3,4,5,3,4,5,2,3,5,2,4,2,2,2,4,3,3,4,5,3,5,4,3,5,4,4,4,4,2,2,4,4,4,3,4,3,4,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0173,DemoTech,DT-10173,Enterprise AE,Individual Contributor,Enterprise,"Austin, TX",5+ years,85,2025-04-13,5,3,3,4,4,3,3,3,5,3,4,5,4,3,4,4,3,2,5,4,4,3,2,5,4,4,3,2,3,5,2,5,4,5,4,2,3,3,5,3,3,3,4,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Publish a single source of truth for stage definitions and enforce it in Gong.,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.
DT-2026Q2-0174,DemoTech,DT-10174,SDR,Individual Contributor,Commercial,Remote — US East,5+ years,119,2025-04-13,5,4,3,4,3,3,3,5,3,3,4,4,4,3,2,2,4,4,1,5,3,3,2,3,4,4,3,3,3,2,2,5,4,3,4,4,4,4,4,4,3,3,2,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,"MQLs from the last campaign were mostly students and consultants, not buyers."
DT-2026Q2-0175,DemoTech,DT-10175,Strategic AE,Individual Contributor,Strategic,"London, UK",5+ years,67,2025-05-06,4,2,2,4,2,5,5,3,3,3,3,3,3,3,4,3,2,3,3,5,2,2,3,4,4,4,4,2,4,4,2,5,4,4,4,4,2,4,5,3,3,5,3,4,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,Build demo environment stability into our own dogfooding SLA.,
